N 155TH ST & ASHWORTH AVE N, http://www.latlong.net/c/?lat=47.741429&long=-122.339894
POINTS DR NE & 92ND AVE NE, http://www.latlong.net/c/?lat=47.639029&long=-122.217707
N 45TH ST & WALLINGFORD AVE N, http://www.latlong.net/c/?lat=47.661396&long=-122.336167
2ND AVE NE & NE 42ND ST, http://www.latlong.net/c/?lat=47.657703&long=-122.326787
SE BLK NUGGET RD & SE 62ND ST, http://www.latlong.net/c/?lat=47.673835&long=-122.382125
KIRKLAND AVE NE & NE 16TH ST, http://www.latlong.net/c/?lat=47.507188&long=-122.178597
14TH AVE S & S HENDERSON ST, http://www.latlong.net/c/?lat=47.523040&long=-122.314972
155TH AVE SE & SE 175TH PL, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
RAINIER AVE S & S GENESEE ST, http://www.latlong.net/c/?lat=47.564089&long=-122.288171
AURORA AVE N & N 155TH ST, http://www.latlong.net/c/?lat=47.741483&long=-122.345220
SE FAIRWOOD BLVD & 140TH AVE SE, http://www.latlong.net/c/?lat=47.730713&long=-122.344380
UNION AVE NE & NE 3RD CT, http://www.latlong.net/c/?lat=47.608754&long=-122.336886
140TH AVE NE & NE 55TH ST, http://www.latlong.net/c/?lat=47.477903&long=-122.266031
BELLEVUE WAY NE & NE 30TH PL, http://www.latlong.net/c/?lat=47.637482&long=-122.201759
SE 176TH ST & 110TH AVE SE, http://www.latlong.net/c/?lat=47.547211&long=-122.193908
NE 75TH ST & 18TH AVE NE, http://www.latlong.net/c/?lat=47.683051&long=-122.308854
GLENDALE WAY S & DES MOINES MEMORI DR, http://www.latlong.net/c/?lat=47.496265&long=-122.310760
RAINIER AVE S & S HOLDEN ST, http://www.latlong.net/c/?lat=47.533659&long=-122.269990
INTERURBAN AVE S & 58TH AVE S, http://www.latlong.net/c/?lat=47.476359&long=-122.259119
DES MOINES MEMORI DR & S 202ND ST, http://www.latlong.net/c/?lat=47.421093&long=-122.320288
140TH WAY SE & SE 158TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
1ST AVE S & S 140TH ST, http://www.latlong.net/c/?lat=47.730454&long=-122.328860
SENECA ST & 6TH AVE, http://www.latlong.net/c/?lat=47.608458&long=-122.331989
55TH AVE NE & NE 73RD ST, http://www.latlong.net/c/?lat=47.681214&long=-122.268964
2ND AVE & PIKE ST, http://www.latlong.net/c/?lat=47.609284&long=-122.338906
N MERCER WAY & 76TH AVE SE, http://www.latlong.net/c/?lat=47.590358&long=-122.237735
NW 65TH ST & DIVISION AVE NW, http://www.latlong.net/c/?lat=47.675991&long=-122.366556
124TH AVE NE & NE 146TH PL, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
Northgate TC AcRd & NE 100th St, http://www.latlong.net/c/?lat=47.701365&long=-122.327241
S 336TH ST & 10TH PL S, http://www.latlong.net/c/?lat=47.628948&long=-122.320415
15TH AVE E & E JOHN CT, http://www.latlong.net/c/?lat=47.619672&long=-122.312739
BEACH DR SW & SW JACOBSEN RD, http://www.latlong.net/c/?lat=47.560955&long=-122.403903
NE 10TH ST & 116TH AVE NE, http://www.latlong.net/c/?lat=47.619289&long=-122.187309
LKVIEW BLVD E & HARVARD AVE E, http://www.latlong.net/c/?lat=47.635948&long=-122.322586
STRANDER BLVD & 61ST PL S, http://www.latlong.net/c/?lat=47.489064&long=-122.257526
17TH ST SE & K ST SE, http://www.latlong.net/c/?lat=47.845668&long=-122.209106
SW 320TH ST & 3RD PL SW, http://www.latlong.net/c/?lat=47.673062&long=-122.361122
SE 8TH ST & I-405, http://www.latlong.net/c/?lat=47.617477&long=-122.218887
S 146TH ST & 8TH AVE S, http://www.latlong.net/c/?lat=47.475356&long=-122.323433
EASTLAKE AVE E & E LOUISA ST, http://www.latlong.net/c/?lat=47.642046&long=-122.325888
COAL CREEK PKWY SE & SE 76TH ST, http://www.latlong.net/c/?lat=47.534840&long=-122.195470
2ND AVE SE & SE EVANS ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
ISLAND CREST WAY & SE 61ST ST, http://www.latlong.net/c/?lat=47.548401&long=-122.221623
152nd Ave NE & Overlake P&R AcRd, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
SE FAIRWOOD BLVD & SE 168TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
MADISON ST & BOREN AVE, http://www.latlong.net/c/?lat=47.609349&long=-122.325122
SE NEWPORT WAY & 151ST AVE SE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
MILITARY RD S & S 244TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
24TH AVE S & S 226TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
51ST AVE S & S 170TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
5TH AVE N & VALLEY ST, http://www.latlong.net/c/?lat=47.626286&long=-122.347541
8TH AVE NW & NW 46TH ST, http://www.latlong.net/c/?lat=47.662198&long=-122.366165
N 85TH ST & WALLINGFORD AVE N, http://www.latlong.net/c/?lat=47.690519&long=-122.336438
W MERCER WAY & SE 28TH ST, http://www.latlong.net/c/?lat=47.585750&long=-122.248511
25TH AVE NE & NE 60TH ST, http://www.latlong.net/c/?lat=47.672158&long=-122.300620
VIRGINIA ST & 6TH AVE, http://www.latlong.net/c/?lat=47.614389&long=-122.338319
SE 60TH ST & 119TH AVE SE, http://www.latlong.net/c/?lat=47.549808&long=-122.179310
47TH AVE NE & NE 38TH ST, http://www.latlong.net/c/?lat=47.655551&long=-122.276966
32ND AVE NW & NW MARKET ST, http://www.latlong.net/c/?lat=47.668631&long=-122.398304
CENTRAL AVE N & E MEEKER ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
DENNY WAY & WARREN PL, http://www.latlong.net/c/?lat=47.618576&long=-122.354129
SE 256TH ST & 113TH AVE SE, http://www.latlong.net/c/?lat=47.533060&long=-122.189517
S GENESEE ST & 50TH AVE S, http://www.latlong.net/c/?lat=47.564112&long=-122.270748
PRESTON FALL CITY RD & SE 47TH ST, http://www.latlong.net/c/?lat=47.663243&long=-122.315457
NE 27TH ST & ABERDEEN AVE NE, http://www.latlong.net/c/?lat=47.515885&long=-122.191094
BROADWAY & TERRACE ST, http://www.latlong.net/c/?lat=47.605216&long=-122.320747
NE 116TH ST & 114TH DR NE, http://www.latlong.net/c/?lat=47.704008&long=-122.188626
S GENESEE ST & 37TH AVE S, http://www.latlong.net/c/?lat=47.564114&long=-122.286044
FAIRVIEW AVE N & MINOR AVE N, http://www.latlong.net/c/?lat=47.627216&long=-122.332947
UNION ST & 6TH AVE, http://www.latlong.net/c/?lat=47.610148&long=-122.333558
3RD ST & 5TH AVE, http://www.latlong.net/c/?lat=47.678901&long=-122.203826
4TH AVE S & S JACKSON ST, http://www.latlong.net/c/?lat=47.599202&long=-122.329004
NE 8TH ST & 118TH AVE NE, http://www.latlong.net/c/?lat=47.714808&long=-122.366265
SEWARD PK AVE S & LKSHORE DR S, http://www.latlong.net/c/?lat=47.548729&long=-122.259338
NE 4TH ST & ROSARIO AVE NE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
WATERS AVE S & S CARVER ST, http://www.latlong.net/c/?lat=47.517915&long=-122.259784
126TH AVE SE & SE 164TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
WEST VALLEY HWY & S LONGACRES WAY, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
161ST AVE SE & SE 176TH PL, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
MILITARY RD S & S 264TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
N 40TH ST & CORLISS AVE N, http://www.latlong.net/c/?lat=47.655590&long=-122.331443
SE 168TH ST & 122ND AVE SE, http://www.latlong.net/c/?lat=47.531860&long=-122.176923
SAND PT WAY NE & NE 120TH ST, http://www.latlong.net/c/?lat=47.716002&long=-122.283093
86TH AVE SE & SE 45TH ST, http://www.latlong.net/c/?lat=47.565540&long=-122.224234
PINE ST & 2ND AVE, http://www.latlong.net/c/?lat=47.610276&long=-122.339809
156TH AVE NE & NE 1ST ST, http://www.latlong.net/c/?lat=47.555149&long=-122.333241
N 43RD ST & FREMONT AVE N, http://www.latlong.net/c/?lat=47.659345&long=-122.350017
BEACON AVE S & S ORCAS ST, http://www.latlong.net/c/?lat=47.551020&long=-122.301794
S 272ND ST & S STAR LK RD, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
NE 80TH ST & 20TH AVE NE, http://www.latlong.net/c/?lat=47.686680&long=-122.306769
NW 85TH ST & 12TH AVE NW, http://www.latlong.net/c/?lat=47.690640&long=-122.371444
NE 132ND ST & 84TH AVE NE, http://www.latlong.net/c/?lat=47.718806&long=-122.229374
MARTIN L KING JR WAY & S THISTLE ST, http://www.latlong.net/c/?lat=47.527508&long=-122.280106
RAINIER AVE S & ML KING JR WAY WAY S, http://www.latlong.net/c/?lat=47.576160&long=-122.296593
ANDOVER PARK W & MINKLER BLVD, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
NE 4TH ST & 105TH AVE NE, http://www.latlong.net/c/?lat=47.613865&long=-122.200201
MERIDIAN AVE N & N 193RD ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
NE 70TH ST & 126TH AVE NE, http://www.latlong.net/c/?lat=47.668127&long=-122.172063
140TH AVE NE & NE 40TH ST, http://www.latlong.net/c/?lat=47.729850&long=-122.285556
PARK AVE N & N 2ND ST, http://www.latlong.net/c/?lat=47.484851&long=-122.202198
NE 112TH ST & 120TH AVE NE, http://www.latlong.net/c/?lat=47.700396&long=-122.181160
UNIVERSITY WAY NE & NE 50TH ST, http://www.latlong.net/c/?lat=47.664906&long=-122.313075
24TH AVE E & E NEWTON ST, http://www.latlong.net/c/?lat=47.637921&long=-122.301514
15TH AVE NE & NE 95TH ST, http://www.latlong.net/c/?lat=47.697636&long=-122.312078
WEST VALLEY HWY & 37TH ST NW, http://www.latlong.net/c/?lat=47.651981&long=-122.335103
WEST LK SAMMAMISH PK & 192ND AVE SE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
8TH AVE NW & NW 60TH ST, http://www.latlong.net/c/?lat=47.672354&long=-122.366130
S 2ND ST & SHATTUCK AVE S, http://www.latlong.net/c/?lat=47.481134&long=-122.213262
BLANCHARD ST & 4TH AVE, http://www.latlong.net/c/?lat=47.614599&long=-122.342636
AVONDALE RD NE & NE UNION HILL RD, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
E VALLEY HWY & S 180TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
SE 36TH ST & 14000 BLOCK, http://www.latlong.net/c/?lat=47.861173&long=-122.183931
24TH AVE NW & NW 83RD ST, http://www.latlong.net/c/?lat=47.689005&long=-122.387608
GREENWOOD AVE N & N 76TH ST, http://www.latlong.net/c/?lat=47.684029&long=-122.355286
CENTRAL AVE S & E RUSSELL ST, http://www.latlong.net/c/?lat=47.666798&long=-122.380921
PACIFIC HWY S & 23600 BLOCK, http://www.latlong.net/c/?lat=47.147228&long=-122.507915
23RD AVE E & E THOMAS ST, http://www.latlong.net/c/?lat=47.621383&long=-122.302452
SE 14TH ST & 168TH AVE SE, http://www.latlong.net/c/?lat=47.452403&long=-122.352709
SE 8TH ST & 114TH AVE SE, http://www.latlong.net/c/?lat=47.711890&long=-122.366046
NW NEPTUNE PL & 24TH AVE NW, http://www.latlong.net/c/?lat=47.700427&long=-122.387568
E OLIVE WAY & BROADWAY, http://www.latlong.net/c/?lat=47.619907&long=-122.320863
SW ROXBURY ST & 16TH AVE SW, http://www.latlong.net/c/?lat=47.517401&long=-122.355151
JAMES ST & 3RD AVE, http://www.latlong.net/c/?lat=47.602768&long=-122.331410
SE FALL CITY-SNOQUAL & 356TH DR SE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
140TH AVE NE & NE 34TH PL, http://www.latlong.net/c/?lat=47.477967&long=-122.287910
23RD AVE & E SPRING ST, http://www.latlong.net/c/?lat=47.611594&long=-122.302741
JUANITA WOODINVIL WA & 108TH AVE NE, http://www.latlong.net/c/?lat=47.702208&long=-122.197300
W VALLEY HWY N & 29TH ST NW, http://www.latlong.net/c/?lat=47.691540&long=-122.393893
32ND AVE NW & NW 59TH ST, http://www.latlong.net/c/?lat=47.671666&long=-122.398340
NE 40TH ST & 150TH AVE NE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
119TH AVE SE & SE 52ND ST, http://www.latlong.net/c/?lat=47.889226&long=-122.161889
S 212TH ST & 42ND AVE S, http://www.latlong.net/c/?lat=47.500460&long=-122.280901
236TH ST SW & 52ND AVE W, http://www.latlong.net/c/?lat=47.570850&long=-122.398530
QUEEN ANNE AVE N & W HIGHLAND DR, http://www.latlong.net/c/?lat=47.629576&long=-122.356607
WALLINGFORD AVE N & N 82ND ST, http://www.latlong.net/c/?lat=47.688709&long=-122.336423
15TH AVE NE & NE 127TH ST, http://www.latlong.net/c/?lat=47.721218&long=-122.312665
RAINIER AVE S & 52ND AVE S, http://www.latlong.net/c/?lat=47.519855&long=-122.267370
LK CITY WAY NE & NE 85TH ST, http://www.latlong.net/c/?lat=47.690312&long=-122.308176
YESLER WAY & 3RD AVE, http://www.latlong.net/c/?lat=47.601721&long=-122.330447
MARKET ST & 2ND ST W, http://www.latlong.net/c/?lat=47.664422&long=-122.358925
73RD AVE NE & NE 181ST ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
SE FALL CITY-SNOQUAL & SE 47TH PL, http://www.latlong.net/c/?lat=47.663243&long=-122.315457
SE 38TH ST & 166TH AVE SE, http://www.latlong.net/c/?lat=47.847050&long=-122.181007
NE 12TH ST & 84TH AVE NE, http://www.latlong.net/c/?lat=47.621031&long=-122.227982
NE 135TH ST & 20TH AVE NE, http://www.latlong.net/c/?lat=47.726597&long=-122.307294
MERIDIAN AVE N & N 185TH ST, http://www.latlong.net/c/?lat=47.763275&long=-122.335012
BEARDSLEE BLVD & SUNRISE DR, http://www.latlong.net/c/?lat=47.682301&long=-122.510364
9TH AVE S & S 344TH ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
GREENWOOD AVE N & N 137TH ST, http://www.latlong.net/c/?lat=47.728783&long=-122.355532
SR 515 & S GRADY WY, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
DES MOINES MEMORI DR & S 103RD ST, http://www.latlong.net/c/?lat=47.511475&long=-122.307304
E MADISON ST & 28TH AVE E, http://www.latlong.net/c/?lat=47.623488&long=-122.296169
164TH AVE NE & NE 4TH ST, http://www.latlong.net/c/?lat=47.747918&long=-122.326409
SEWARD PK AVE S & S HAWTHORNE RD, http://www.latlong.net/c/?lat=47.548654&long=-122.259263
124TH AVE SE & SE 282ND ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
51ST AVE S & S 166TH ST, http://www.latlong.net/c/?lat=47.454501&long=-122.270508
22ND AVE W & W BERTONA ST, http://www.latlong.net/c/?lat=47.650326&long=-122.384676
MONROE AVE NE & NE 7TH PL, http://www.latlong.net/c/?lat=47.493616&long=-122.175024
E JEFFERSON ST & 20TH AVE, http://www.latlong.net/c/?lat=47.606162&long=-122.306341
5TH AVE S & S JACKSON ST, http://www.latlong.net/c/?lat=47.599198&long=-122.327653
S 272ND ST & 36TH AVE S, http://www.latlong.net/c/?lat=47.558660&long=-122.287746
NE 4TH ST & EDMONDS AVE NE, http://www.latlong.net/c/?lat=47.488141&long=-122.185795
68TH AVE S & S 122ND ST, http://www.latlong.net/c/?lat=47.493931&long=-122.248999
8TH AVE SW & SW 106TH ST, http://www.latlong.net/c/?lat=47.705963&long=-122.320510
LKVIEW BLVD E & BELMONT AVE E, http://www.latlong.net/c/?lat=47.628517&long=-122.326767
NE 65TH ST & NE RAVENNA BLVD, http://www.latlong.net/c/?lat=47.675874&long=-122.321820
Campus AcRd & Campus Way NE, http://www.latlong.net/c/?lat=47.761722&long=-122.192631
RAILROAD AV SE AVE S & SE NORTHERN ST, http://www.latlong.net/c/?lat=47.670981&long=-122.350356
NE 55TH ST & 35TH AVE NE, http://www.latlong.net/c/?lat=47.668518&long=-122.290191
39TH AVE S & 38TH PL S, http://www.latlong.net/c/?lat=47.638790&long=-122.283857
RAVENNA AVE NE & 25TH AVE NE, http://www.latlong.net/c/?lat=47.688005&long=-122.301638
E MADISON ST & 34TH AVE E, http://www.latlong.net/c/?lat=47.628910&long=-122.288170
NE 185TH ST & 160TH AVE NE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
SE FAIRWOOD BLVD & 148TH AVE SE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
8TH AVE NW & NW 61ST ST, http://www.latlong.net/c/?lat=47.673081&long=-122.366105
NE 8TH ST & 167TH AVE NE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
S 288TH ST & 25TH PL S, http://www.latlong.net/c/?lat=47.381276&long=-122.300559
126TH AVE SE & SE 161ST ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
160TH AVE NE & NE 85TH ST, http://www.latlong.net/c/?lat=47.690258&long=-122.299304
JAMES ST & 8TH AVE, http://www.latlong.net/c/?lat=47.605082&long=-122.325868
SLATER AVE NE & NE 118TH ST, http://www.latlong.net/c/?lat=47.714152&long=-122.294090
SE 40TH ST & 81ST AVE SE, http://www.latlong.net/c/?lat=47.574544&long=-122.230982
116TH AVE NE & NE 94TH ST, http://www.latlong.net/c/?lat=47.685007&long=-122.186089
DELRIDGE WAY SW & SW JUNEAU ST, http://www.latlong.net/c/?lat=47.550094&long=-122.362992
SE 272ND ST & 169TH PL SE, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
S LEO ST & BEACON AVE S, http://www.latlong.net/c/?lat=47.502641&long=-122.269916
BALLINGER WAY NE & 19TH AVE NE, http://www.latlong.net/c/?lat=47.774372&long=-122.309134
6TH AVE & MARION ST, http://www.latlong.net/c/?lat=47.606250&long=-122.330156
34TH AVE W & W BARRETT ST, http://www.latlong.net/c/?lat=47.646832&long=-122.400927
MARINE VIEW DR SW & SW 110TH ST, http://www.latlong.net/c/?lat=47.504655&long=-122.380527
N 145TH ST & AURORA AVE N, http://www.latlong.net/c/?lat=47.734062&long=-122.344704
TERRY AVE & SPRUCE ST, http://www.latlong.net/c/?lat=47.603162&long=-122.321035
WEST LK SAMMAMISH PK & SE 26TH ST, http://www.latlong.net/c/?lat=47.668349&long=-122.390366
84TH AVE SE & SE 26TH ST, http://www.latlong.net/c/?lat=47.587246&long=-122.226858
NE 4TH ST & 114TH AVE NE, http://www.latlong.net/c/?lat=47.501247&long=-122.339039
16TH AVE S & S 243RD ST, http://www.latlong.net/c/?lat=47.606209&long=-122.332071
NE 116TH ST & 113TH PL NE, http://www.latlong.net/c/?lat=47.704002&long=-122.189976
AURORA AVE N & N 85TH ST, http://www.latlong.net/c/?lat=47.690560&long=-122.344428
55TH AVE NE & NE 44TH ST, http://www.latlong.net/c/?lat=47.660021&long=-122.269003
172ND AVE NE & NE 111TH ST, http://www.latlong.net/c/?lat=47.708989&long=-122.316832
S 288TH ST & 34TH AVE S, http://www.latlong.net/c/?lat=47.579742&long=-122.289775
BELLEVUE WAY NE & NE 15TH ST, http://www.latlong.net/c/?lat=47.623672&long=-122.201759
62ND AVE S & S PRENTICE ST, http://www.latlong.net/c/?lat=47.508203&long=-122.255903
ANDOVER PARK W & CORPORATE DR N, http://www.latlong.net/c/?lat=47.717020&long=-122.300934
SE PETROVITSKY RD & 143RD AVE SE, http://www.latlong.net/c/?lat=47.650941&long=-122.149372
4TH AVE S & 3800 BLOCK, http://www.latlong.net/c/?lat=47.568973&long=-122.328957
145TH PL SE & SE 10TH ST, http://www.latlong.net/c/?lat=47.734014&long=-122.318073
SW 356TH ST & 13TH WAY SW, http://www.latlong.net/c/?lat=47.579814&long=-122.352214
WESTLAKE AVE N & CROCKETT ST, http://www.latlong.net/c/?lat=47.638164&long=-122.340775
